"Frase","Encuestado","Posición_énfasis","Nivel_énfasis","Respuesta_posición","Respuesta_naturalidad"
"No, el chef del rey vio la luz del tren.","68690956","1","3","1","2"
"No, el chef del rey vio la luz del tren.","68692205","1","3","1","4"
"No, el chef del rey vio la luz del tren.","68703738","1","3","1","4"
"No, el chef del rey vio la luz del tren.","68734444","1","3","1","4"
"No, el chef del rey vio la luz del tren.","68736096","1","3","1","3"
"No, el chef del rey vio la luz del tren.","68744900","1","3","1","2"
"No, el chef del rey vio la luz del tren.","68762099","1","3","2","3"
"No, el chef del rey vio la luz del tren.","68809039","1","3","1","3"
"No, el chef del rey vio la luz del tren.","68816496","1","3","1","2"
"No, el chef del rey vio la luz del tren.","68834293","1","3","1","3"
"No, el chef del rey vio la luz del tren.","68953126","1","3","6","2"
"No, el chef del rey vio la luz del tren.","68956782","1","3","1","3"
"No, el chef del rey vio la luz del tren.","69007182","1","3","1","3"
"No, el chef del rey vio la luz del tren.","69150497","1","3","1","2"
"No, el chef del rey vio la luz del tren.","69207687","1","3","1","1"
"No, el chef del rey vio la luz del tren.","69217166","1","3","1","2"
"No, el chef del rey vio la luz del tren.","69221604","1","3","1","3"
"No, el chef del rey vio la luz del tren.","69284675","1","3","1","2"
"No, el chef del rey vio la luz del tren.","69293521","1","3","1","3"
"No, el chef del rey vio la luz del tren.","69295929","1","3","1","4"
"No, el chef del rey vio la luz del tren.","69296653","1","3","1","2"
"No, el chef del rey vio la luz del tren.","69350318","1","3","1","2"
"No, el chef del rey vio la luz del tren.","69407412","1","3","1","3"
"No, el chef del rey vio la luz del tren.","69473683","1","3","1","3"
"No, el chef del rey vio la luz del tren.","69496995","1","3","1","3"
"No, el chef del rey vio la luz del tren.","69506671","1","3","1","4"
"No, el chef del rey vio la luz del tren.","69530717","1","3","1","3"
"No, el chef del rey vio la luz del tren.","69602191","1","3","1","4"
"No, el chef del rey vio la luz del tren.","69654922","1","3","1","2"
"No, el chef del rey vio la luz del tren.","69725946","1","3","1","2"
"No, el chef del rey vio la luz del tren.","69753388","1","3","1","2"
"No, el chef del rey vio la luz del tren.","70343984","1","3","1","2"
"No, el chef del rey vio la luz del tren.","70734615","1","3","1","3"
"No, el chef del rey vio la luz del tren.","71122263","1","3","1","2"
"No, el chef del rey vio la luz del tren.","71133197","1","3","1","3"
"No, el chef del rey vio la luz del tren.","71361095","1","3","1","2"
"No, el chef del rey vio la luz del tren.","71615507","1","3","6","3"
"No, el chef del rey vio la luz del tren.","71616011","1","3","1","2"
"No, el chef del rey vio la luz del tren.","71997928","1","3","1","3"
"No, el chef del rey vio la luz del tren.","68531832","1","4","1","3"
"No, el chef del rey vio la luz del tren.","68654169","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68654712","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68655450","1","4","1","3"
"No, el chef del rey vio la luz del tren.","68655658","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68656202","1","4","1","4"
"No, el chef del rey vio la luz del tren.","68657115","1","4","1","3"
"No, el chef del rey vio la luz del tren.","68659173","1","4","1","1"
"No, el chef del rey vio la luz del tren.","68660074","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68668464","1","4","1","3"
"No, el chef del rey vio la luz del tren.","68684638","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68690956","1","4","1","1"
"No, el chef del rey vio la luz del tren.","68692205","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68703738","1","4","1","4"
"No, el chef del rey vio la luz del tren.","68734444","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68736096","1","4","1","1"
"No, el chef del rey vio la luz del tren.","68744900","1","4","1","1"
"No, el chef del rey vio la luz del tren.","68762099","1","4","2","2"
"No, el chef del rey vio la luz del tren.","68809039","1","4","1","1"
"No, el chef del rey vio la luz del tren.","68816496","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68834293","1","4","1","3"
"No, el chef del rey vio la luz del tren.","68953126","1","4","3","4"
"No, el chef del rey vio la luz del tren.","68956782","1","4","1","1"
"No, el chef del rey vio la luz del tren.","69007182","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69150497","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69207687","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69217166","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69221604","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69284675","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69293521","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69295929","1","4","1","1"
"No, el chef del rey vio la luz del tren.","69296653","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69350318","1","4","1","1"
"No, el chef del rey vio la luz del tren.","69407412","1","4","1","3"
"No, el chef del rey vio la luz del tren.","69473683","1","4","1","3"
"No, el chef del rey vio la luz del tren.","69496995","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69506671","1","4","1","5"
"No, el chef del rey vio la luz del tren.","69530717","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69602191","1","4","1","3"
"No, el chef del rey vio la luz del tren.","69654922","1","4","1","1"
"No, el chef del rey vio la luz del tren.","69725946","1","4","1","2"
"No, el chef del rey vio la luz del tren.","69753388","1","4","1","1"
"No, el chef del rey vio la luz del tren.","70343984","1","4","1","2"
"No, el chef del rey vio la luz del tren.","70734615","1","4","1","5"
"No, el chef del rey vio la luz del tren.","71122263","1","4","1","2"
"No, el chef del rey vio la luz del tren.","71133197","1","4","1","3"
"No, el chef del rey vio la luz del tren.","71361095","1","4","1","2"
"No, el chef del rey vio la luz del tren.","71615507","1","4","1","2"
"No, el chef del rey vio la luz del tren.","71616011","1","4","1","3"
"No, el chef del rey vio la luz del tren.","71997928","1","4","1","2"
"No, el chef del rey vio la luz del tren.","68531832","1","5","1","3"
"No, el chef del rey vio la luz del tren.","68654169","1","5","1","1"
"No, el chef del rey vio la luz del tren.","68654712","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68655450","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68655658","1","5","1","1"
"No, el chef del rey vio la luz del tren.","68656202","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68657115","1","5","1","3"
"No, el chef del rey vio la luz del tren.","68659173","1","5","1","1"
"No, el chef del rey vio la luz del tren.","68660074","1","5","1","1"
"No, el chef del rey vio la luz del tren.","68668464","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68684638","1","5","1","3"
"No, el chef del rey vio la luz del tren.","68690956","1","5","1","1"
"No, el chef del rey vio la luz del tren.","68692205","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68703738","1","5","1","4"
"No, el chef del rey vio la luz del tren.","68734444","1","5","5","4"
"No, el chef del rey vio la luz del tren.","68736096","1","5","1","1"
"No, el chef del rey vio la luz del tren.","68744900","1","5","1","1"
"No, el chef del rey vio la luz del tren.","68762099","1","5","2","1"
"No, el chef del rey vio la luz del tren.","68809039","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68816496","1","5","1","1"
"No, el chef del rey vio la luz del tren.","68834293","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68953126","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68956782","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69007182","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69150497","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69207687","1","5","1","1"
"No, el chef del rey vio la luz del tren.","69217166","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69221604","1","5","1","1"
"No, el chef del rey vio la luz del tren.","69284675","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69293521","1","5","1","4"
"No, el chef del rey vio la luz del tren.","69295929","1","5","1","1"
"No, el chef del rey vio la luz del tren.","69296653","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69350318","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69407412","1","5","1","3"
"No, el chef del rey vio la luz del tren.","69473683","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69496995","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69506671","1","5","1","5"
"No, el chef del rey vio la luz del tren.","69530717","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69602191","1","5","1","3"
"No, el chef del rey vio la luz del tren.","69654922","1","5","1","2"
"No, el chef del rey vio la luz del tren.","69725946","1","5","1","1"
"No, el chef del rey vio la luz del tren.","69753388","1","5","1","1"
"No, el chef del rey vio la luz del tren.","70343984","1","5","1","2"
"No, el chef del rey vio la luz del tren.","70734615","1","5","1","1"
"No, el chef del rey vio la luz del tren.","71122263","1","5","1","2"
"No, el chef del rey vio la luz del tren.","71133197","1","5","1","4"
"No, el chef del rey vio la luz del tren.","71361095","1","5","1","2"
"No, el chef del rey vio la luz del tren.","71615507","1","5","3","2"
"No, el chef del rey vio la luz del tren.","71616011","1","5","1","2"
"No, el chef del rey vio la luz del tren.","71997928","1","5","1","2"
"No, el chef del rey vio la luz del tren.","68531832","2","2","6","4"
"No, el chef del rey vio la luz del tren.","68654169","2","2","2","4"
"No, el chef del rey vio la luz del tren.","68654712","2","2","2","4"
"No, el chef del rey vio la luz del tren.","68655450","2","2","6","5"
"No, el chef del rey vio la luz del tren.","68655658","2","2","2","2"
"No, el chef del rey vio la luz del tren.","68656202","2","2","6","4"
"No, el chef del rey vio la luz del tren.","68657115","2","2","6","4"
"No, el chef del rey vio la luz del tren.","68659173","2","2","6","3"
"No, el chef del rey vio la luz del tren.","68660074","2","2","2","3"
"No, el chef del rey vio la luz del tren.","68668464","2","2","2","5"
"No, el chef del rey vio la luz del tren.","68684638","2","2","2","4"
"No, el chef del rey vio la luz del tren.","68690956","2","2","2","3"
"No, el chef del rey vio la luz del tren.","68692205","2","2","2","4"
"No, el chef del rey vio la luz del tren.","68703738","2","2","6","4"
"No, el chef del rey vio la luz del tren.","68734444","2","2","3","4"
"No, el chef del rey vio la luz del tren.","68736096","2","2","2","4"
"No, el chef del rey vio la luz del tren.","68744900","2","2","2","3"
"No, el chef del rey vio la luz del tren.","68762099","2","2","3","1"
"No, el chef del rey vio la luz del tren.","68809039","2","2","2","4"
"No, el chef del rey vio la luz del tren.","68816496","2","2","2","3"
"No, el chef del rey vio la luz del tren.","68834293","2","2","6","4"
"No, el chef del rey vio la luz del tren.","68953126","2","2","4","4"
"No, el chef del rey vio la luz del tren.","68956782","2","2","2","3"
"No, el chef del rey vio la luz del tren.","69007182","2","2","2","4"
"No, el chef del rey vio la luz del tren.","69150497","2","2","6","5"
"No, el chef del rey vio la luz del tren.","69207687","2","2","1","3"
"No, el chef del rey vio la luz del tren.","69217166","2","2","1","4"
"No, el chef del rey vio la luz del tren.","69221604","2","2","2","4"
"No, el chef del rey vio la luz del tren.","69284675","2","2","6","4"
"No, el chef del rey vio la luz del tren.","69293521","2","2","2","4"
"No, el chef del rey vio la luz del tren.","69295929","2","2","6","5"
"No, el chef del rey vio la luz del tren.","69296653","2","2","6","2"
"No, el chef del rey vio la luz del tren.","69350318","2","2","1","5"
"No, el chef del rey vio la luz del tren.","69407412","2","2","2","4"
"No, el chef del rey vio la luz del tren.","69473683","2","2","2","4"
"No, el chef del rey vio la luz del tren.","69496995","2","2","2","3"
"No, el chef del rey vio la luz del tren.","69506671","2","2","6","5"
"No, el chef del rey vio la luz del tren.","69530717","2","2","2","5"
"No, el chef del rey vio la luz del tren.","69602191","2","2","6","5"
"No, el chef del rey vio la luz del tren.","69654922","2","2","3","3"
"No, el chef del rey vio la luz del tren.","69725946","2","2","2","3"
"No, el chef del rey vio la luz del tren.","69753388","2","2","2","2"
"No, el chef del rey vio la luz del tren.","70343984","2","2","2","3"
"No, el chef del rey vio la luz del tren.","70734615","2","2","2","4"
"No, el chef del rey vio la luz del tren.","71122263","2","2","2","3"
"No, el chef del rey vio la luz del tren.","71133197","2","2","6","5"
"No, el chef del rey vio la luz del tren.","71361095","2","2","2","3"
"No, el chef del rey vio la luz del tren.","71615507","2","2","6","3"
"No, el chef del rey vio la luz del tren.","71616011","2","2","6","3"
"No, el chef del rey vio la luz del tren.","71997928","2","2","6","4"
"No, el chef del rey vio la luz del tren.","68531832","2","3","2","3"
"No, el chef del rey vio la luz del tren.","68654169","2","3","2","3"
"No, el chef del rey vio la luz del tren.","68654712","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68655450","2","3","6","5"
"No, el chef del rey vio la luz del tren.","68655658","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68656202","2","3","2","4"
"No, el chef del rey vio la luz del tren.","68657115","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68659173","2","3","2","3"
"No, el chef del rey vio la luz del tren.","68660074","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68668464","2","3","2","4"
"No, el chef del rey vio la luz del tren.","68684638","2","3","2","3"
"No, el chef del rey vio la luz del tren.","68690956","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68692205","2","3","2","3"
"No, el chef del rey vio la luz del tren.","68703738","2","3","2","3"
"No, el chef del rey vio la luz del tren.","68734444","2","3","2","5"
"No, el chef del rey vio la luz del tren.","68736096","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68744900","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68762099","2","3","2","1"
"No, el chef del rey vio la luz del tren.","68809039","2","3","2","5"
"No, el chef del rey vio la luz del tren.","68816496","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68834293","2","3","2","3"
"No, el chef del rey vio la luz del tren.","68953126","2","3","2","2"
"No, el chef del rey vio la luz del tren.","68956782","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69007182","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69150497","2","3","2","2"
"No, el chef del rey vio la luz del tren.","69207687","2","3","3","2"
"No, el chef del rey vio la luz del tren.","69217166","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69221604","2","3","2","4"
"No, el chef del rey vio la luz del tren.","69284675","2","3","2","2"
"No, el chef del rey vio la luz del tren.","69293521","2","3","2","1"
"No, el chef del rey vio la luz del tren.","69295929","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69296653","2","3","6","2"
"No, el chef del rey vio la luz del tren.","69350318","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69407412","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69473683","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69496995","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69506671","2","3","2","5"
"No, el chef del rey vio la luz del tren.","69530717","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69602191","2","3","2","4"
"No, el chef del rey vio la luz del tren.","69654922","2","3","2","2"
"No, el chef del rey vio la luz del tren.","69725946","2","3","2","3"
"No, el chef del rey vio la luz del tren.","69753388","2","3","2","1"
"No, el chef del rey vio la luz del tren.","70343984","2","3","2","2"
"No, el chef del rey vio la luz del tren.","70734615","2","3","2","3"
"No, el chef del rey vio la luz del tren.","71122263","2","3","2","2"
"No, el chef del rey vio la luz del tren.","71133197","2","3","2","4"
"No, el chef del rey vio la luz del tren.","71361095","2","3","2","2"
"No, el chef del rey vio la luz del tren.","71615507","2","3","2","3"
"No, el chef del rey vio la luz del tren.","71616011","2","3","2","2"
"No, el chef del rey vio la luz del tren.","71997928","2","3","2","3"
"No, el chef del rey vio la luz del tren.","68531832","2","4","2","3"
"No, el chef del rey vio la luz del tren.","68654169","2","4","2","2"
"No, el chef del rey vio la luz del tren.","68654712","2","4","2","3"
"No, el chef del rey vio la luz del tren.","68655450","2","4","6","3"
"No, el chef del rey vio la luz del tren.","68655658","2","4","2","1"
"No, el chef del rey vio la luz del tren.","68656202","2","4","2","4"
"No, el chef del rey vio la luz del tren.","68657115","2","4","2","2"
"No, el chef del rey vio la luz del tren.","68659173","2","4","2","2"
"No, el chef del rey vio la luz del tren.","68660074","2","4","2","1"
"No, el chef del rey vio la luz del tren.","68668464","2","4","2","2"
"No, el chef del rey vio la luz del tren.","68684638","2","4","2","3"
"No, el chef del rey vio la luz del tren.","68690956","2","4","2","2"
"No, el chef del rey vio la luz del tren.","68692205","2","4","2","2"
"No, el chef del rey vio la luz del tren.","68703738","2","4","2","4"
"No, el chef del rey vio la luz del tren.","68734444","2","4","2","4"
"No, el chef del rey vio la luz del tren.","68736096","2","4","2","3"
"No, el chef del rey vio la luz del tren.","68744900","2","4","2","1"
"No, el chef del rey vio la luz del tren.","68762099","2","4","2","1"
"No, el chef del rey vio la luz del tren.","68809039","2","4","2","2"
"No, el chef del rey vio la luz del tren.","68816496","2","4","2","1"
"No, el chef del rey vio la luz del tren.","68834293","2","4","2","3"
"No, el chef del rey vio la luz del tren.","68953126","2","4","3","3"
"No, el chef del rey vio la luz del tren.","68956782","2","4","2","2"
"No, el chef del rey vio la luz del tren.","69007182","2","4","2","3"
"No, el chef del rey vio la luz del tren.","69150497","2","4","2","4"
"No, el chef del rey vio la luz del tren.","69207687","2","4","2","1"
"No, el chef del rey vio la luz del tren.","69217166","2","4","2","2"
"No, el chef del rey vio la luz del tren.","69221604","2","4","2","3"
"No, el chef del rey vio la luz del tren.","69284675","2","4","2","2"
"No, el chef del rey vio la luz del tren.","69293521","2","4","2","2"
"No, el chef del rey vio la luz del tren.","69295929","2","4","2","2"
"No, el chef del rey vio la luz del tren.","69296653","2","4","2","2"
"No, el chef del rey vio la luz del tren.","69350318","2","4","2","3"
"No, el chef del rey vio la luz del tren.","69407412","2","4","2","3"
"No, el chef del rey vio la luz del tren.","69473683","2","4","2","3"
"No, el chef del rey vio la luz del tren.","69496995","2","4","2","2"
"No, el chef del rey vio la luz del tren.","69506671","2","4","2","3"
"No, el chef del rey vio la luz del tren.","69530717","2","4","2","3"
"No, el chef del rey vio la luz del tren.","69602191","2","4","2","4"
"No, el chef del rey vio la luz del tren.","69654922","2","4","1","2"
"No, el chef del rey vio la luz del tren.","69725946","2","4","2","1"
"No, el chef del rey vio la luz del tren.","69753388","2","4","2","1"
"No, el chef del rey vio la luz del tren.","70343984","2","4","2","2"
"No, el chef del rey vio la luz del tren.","70734615","2","4","2","3"
"No, el chef del rey vio la luz del tren.","71122263","2","4","2","2"
"No, el chef del rey vio la luz del tren.","71133197","2","4","2","3"
"No, el chef del rey vio la luz del tren.","71361095","2","4","2","2"
"No, el chef del rey vio la luz del tren.","71615507","2","4","3","3"
"No, el chef del rey vio la luz del tren.","71616011","2","4","2","2"
"No, el chef del rey vio la luz del tren.","71997928","2","4","6","5"
"No, el chef del rey vio la luz del tren.","68531832","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68654169","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68654712","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68655450","2","5","6","3"
"No, el chef del rey vio la luz del tren.","68655658","2","5","2","1"
"No, el chef del rey vio la luz del tren.","68656202","2","5","2","3"
"No, el chef del rey vio la luz del tren.","68657115","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68659173","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68660074","2","5","2","1"
"No, el chef del rey vio la luz del tren.","68668464","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68684638","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68690956","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68692205","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68703738","2","5","2","4"
"No, el chef del rey vio la luz del tren.","68734444","2","5","2","5"
"No, el chef del rey vio la luz del tren.","68736096","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68744900","2","5","2","1"
"No, el chef del rey vio la luz del tren.","68762099","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68809039","2","5","2","3"
"No, el chef del rey vio la luz del tren.","68816496","2","5","2","1"
"No, el chef del rey vio la luz del tren.","68834293","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68953126","2","5","2","2"
"No, el chef del rey vio la luz del tren.","68956782","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69007182","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69150497","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69207687","2","5","2","1"
"No, el chef del rey vio la luz del tren.","69217166","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69221604","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69284675","2","5","2","1"
"No, el chef del rey vio la luz del tren.","69293521","2","5","2","1"
"No, el chef del rey vio la luz del tren.","69295929","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69296653","2","5","6","2"
"No, el chef del rey vio la luz del tren.","69350318","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69407412","2","5","2","3"
"No, el chef del rey vio la luz del tren.","69473683","2","5","2","1"
"No, el chef del rey vio la luz del tren.","69496995","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69506671","2","5","2","3"
"No, el chef del rey vio la luz del tren.","69530717","2","5","2","3"
"No, el chef del rey vio la luz del tren.","69602191","2","5","2","4"
"No, el chef del rey vio la luz del tren.","69654922","2","5","2","2"
"No, el chef del rey vio la luz del tren.","69725946","2","5","2","1"
"No, el chef del rey vio la luz del tren.","69753388","2","5","2","1"
"No, el chef del rey vio la luz del tren.","70343984","2","5","2","2"
"No, el chef del rey vio la luz del tren.","70734615","2","5","2","3"
"No, el chef del rey vio la luz del tren.","71122263","2","5","2","1"
"No, el chef del rey vio la luz del tren.","71133197","2","5","2","3"
"No, el chef del rey vio la luz del tren.","71361095","2","5","2","3"
"No, el chef del rey vio la luz del tren.","71615507","2","5","2","3"
"No, el chef del rey vio la luz del tren.","71616011","2","5","2","2"
"No, el chef del rey vio la luz del tren.","71997928","2","5","2","1"
"No, el chef del rey vio la luz del tren.","68531832","3","2","3","4"
"No, el chef del rey vio la luz del tren.","68654169","3","2","3","4"
"No, el chef del rey vio la luz del tren.","68654712","3","2","2","5"
"No, el chef del rey vio la luz del tren.","68655450","3","2","6","5"
"No, el chef del rey vio la luz del tren.","68655658","3","2","6","5"
"No, el chef del rey vio la luz del tren.","68656202","3","2","3","4"
"No, el chef del rey vio la luz del tren.","68657115","3","2","1","4"
"No, el chef del rey vio la luz del tren.","68659173","3","2","3","3"
"No, el chef del rey vio la luz del tren.","68660074","3","2","1","5"
"No, el chef del rey vio la luz del tren.","68668464","3","2","6","5"
"No, el chef del rey vio la luz del tren.","68684638","3","2","1","4"
"No, el chef del rey vio la luz del tren.","68690956","3","2","6","4"
"No, el chef del rey vio la luz del tren.","68692205","3","2","3","4"
"No, el chef del rey vio la luz del tren.","68703738","3","2","6","4"
"No, el chef del rey vio la luz del tren.","68734444","3","2","3","5"
"No, el chef del rey vio la luz del tren.","68736096","3","2","2","4"
"No, el chef del rey vio la luz del tren.","68744900","3","2","4","2"
"No, el chef del rey vio la luz del tren.","68762099","3","2","4","2"
"No, el chef del rey vio la luz del tren.","68809039","3","2","3","5"
"No, el chef del rey vio la luz del tren.","68816496","3","2","6","4"
"No, el chef del rey vio la luz del tren.","68834293","3","2","6","3"
"No, el chef del rey vio la luz del tren.","68953126","3","2","3","4"
"No, el chef del rey vio la luz del tren.","68956782","3","2","6","5"
"No, el chef del rey vio la luz del tren.","69007182","3","2","6","4"
"No, el chef del rey vio la luz del tren.","69150497","3","2","3","4"
"No, el chef del rey vio la luz del tren.","69207687","3","2","1","3"
"No, el chef del rey vio la luz del tren.","69217166","3","2","3","4"
"No, el chef del rey vio la luz del tren.","69221604","3","2","3","5"
"No, el chef del rey vio la luz del tren.","69284675","3","2","3","4"
"No, el chef del rey vio la luz del tren.","69293521","3","2","3","5"
"No, el chef del rey vio la luz del tren.","69295929","3","2","6","5"
"No, el chef del rey vio la luz del tren.","69296653","3","2","6","2"
"No, el chef del rey vio la luz del tren.","69350318","3","2","3","4"
"No, el chef del rey vio la luz del tren.","69407412","3","2","6","4"
